80.5,6.5, N2 ,9,9,55.00,0,3070,1997,189.3,24.5,15.78,12.1,12.6,14.9,20.9,19.5,24.5,12.1,15.0,15.4,14.5,14.1,13.0,12.9, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,1998,172.6,20.9,14.38,9.2,12.7,12.6,15.7,15.8,13.7,13.3,16.3,18.7,20.9,9.2,11.9,11.8, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,1999,157.9,22.2,13.15,7.9,11.0,12.0,13.4,13.3,14.5,14.3,16.6,22.2,7.9,11.0,11.0,10.9, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2000,187.1,20.7,15.59,10.2,11.5,11.8,18.9,16.8,15.1,17.2,12.7,20.7,20.2,18.5,13.5,10.2, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2001,189.8,22.6,15.82,10.9,13.4,15.8,22.6,20.0,11.3,13.2,18.5,18.4,17.7,16.1,10.9,11.8, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2002,174.1,16.6,14.51,12.5,12.6,13.1,16.6,16.0,14.6,14.3,15.4,15.4,15.2,13.3,12.5,15.0, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2003,175.2,19.5,14.60,8.1,19.5,18.7,17.2,19.1,11.1,12.0,15.4,14.9,17.9,8.1,10.4,10.9, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2004,193.7,20.8,16.14,10.7,12.6,13.2,20.8,19.5,13.5,15.9,19.4,20.8,20.5,14.3,10.7,12.5, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2005,175.6,19.5,14.64,11.6,12.6,12.8,15.0,13.9,16.2,17.7,19.5,19.5,13.4,11.7,11.6,11.8, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2006,168.4,21.2,14.03,10.4,11.5,12.1,21.2,17.1,14.7,16.2,17.0,14.4,10.4,11.3,11.2,11.4, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2007,172.4,18.8,14.37,11.3,12.4,15.9,18.8,11.3,15.4,16.3,14.8,14.6,13.9,14.4,12.3,12.4, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2008,198.3,20.4,16.52,12.3,13.2,16.5,19.5,18.0,19.2,20.4,18.1,18.4,15.5,14.9,12.3,12.4, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2009,191.1,22.3,15.92,9.1,13.1,14.8,22.1,22.3,20.0,12.4,17.1,17.4,19.9,9.1,11.5,11.3, ASIA
80.5,6.5, N2 ,9,9,55.00,10,3070,2010,53.5,13.0,4.46,0.0,11.9,12.0,3.5,13.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,10.4, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2011,185.8,21.4,15.49,11.1,11.1,13.0,18.0,16.0,17.1,20.3,21.4,20.3,11.3,12.6,12.4,12.3, ASIA
80.5,6.5, N2 ,9,9,55.00,10,3070,2012,93.5,13.3,7.79,0.0,12.1,11.6,13.3,3.1,11.4,2.4,0.0,0.0,9.0,9.6,10.1,11.0, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2013,196.8,22.7,16.40,11.7,13.1,16.2,19.9,22.7,20.0,16.7,20.2,18.2,13.8,12.4,11.9,11.7, ASIA
80.5,6.5, N2 ,9,9,55.00,10,3070,2014,157.7,15.6,13.14,2.7,2.7,12.6,15.0,15.6,14.3,14.7,14.9,15.1,13.4,13.5,12.9,13.1, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2015,190.9,21.3,15.90,9.5,13.0,14.1,18.8,19.4,14.4,13.9,16.7,18.6,19.0,21.3,12.2,9.5, ASIA
80.5,6.5, N2 ,9,9,55.00,10,3070,2016,164.6,19.7,13.71,3.5,12.3,12.1,15.9,16.0,15.5,14.6,18.1,19.7,15.8,3.5,10.0,11.1, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2017,177.1,19.2,14.76,11.9,13.1,16.0,19.1,19.2,12.0,12.7,14.1,18.4,15.8,12.5,11.9,12.2, ASIA
80.5,6.5, N2 ,9,9,55.00,10,3070,2018,132.2,17.8,11.02,0.0,0.0,0.0,2.6,13.0,13.8,16.6,17.8,16.9,12.1,13.0,13.0,13.5, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2019,197.2,23.1,16.43,12.9,14.8,20.6,23.1,19.7,16.0,18.3,17.6,12.9,13.2,13.2,14.5,13.2, ASIA
80.5,6.5, N2 ,9,9,55.00,0,3070,2020,153.7,17.5,12.80,8.0,9.8,8.0,8.3,9.0,11.1,12.1,13.4,14.8,15.2,17.3,17.2,17.5, ASIA
